YEAR,SN,PRECIPITATION,TEMPERATURE,IRI,INITIAL_IRI,STATION_ID,AGE,ACCUMULATED_AADTT
2003,5.699999809265137,1310.4000244140625,19.899999618530273,0.6483714256967817,0.6194000124931336,22_0119,6,1897
2004,5.699999809265137,1783.0,20.700000762939453,0.6531999945640564,0.6194000124931336,22_0119,7,2209
2005,5.699999809265137,1239.4000244140625,20.799999237060547,0.6513999998569489,0.6194000124931336,22_0119,8,2531
2006,5.699999809265137,1495.300048828125,20.799999237060547,0.6496000051498413,0.6194000124931336,22_0119,9,2863
2007,5.699999809265137,1687.0999755859375,20.399999618530273,0.6519999980926514,0.6194000124931336,22_0119,10,3206
2008,5.699999809265137,1262.199951171875,20.299999237060547,0.6535000056028366,0.6194000124931336,22_0119,11,3596
2009,5.699999809265137,1715.300048828125,20.399999618530273,0.7574500069022179,0.6194000124931336,22_0119,12,3924
2010,5.699999809265137,1009.5,20.100000381469727,0.8614000082015991,0.6194000124931336,22_0119,13,4258
2011,5.699999809265137,965.9000244140625,20.399999618530273,0.6679999947547912,0.6194000124931336,22_0119,14,4638
2012,5.699999809265137,1732.5999755859375,20.899999618530273,0.6609999895095825,0.6194000124931336,22_0119,15,5067
2013,5.699999809265137,1480.300048828125,19.799999237060547,0.6855999946594238,0.6194000124931336,22_0119,16,5498
2014,5.699999809265137,1544.4000244140625,19.100000381469727,0.6729999899864196,0.6194000124931336,22_0119,17,5910
2015,5.699999809265137,1694.9000244140625,20.5,0.7324999988079071,0.6194000124931336,22_0119,18,6314
2016,5.699999809265137,1857.199951171875,20.899999618530273,0.7920000076293945,0.6194000124931336,22_0119,19,6748
1997,4.900000095367432,1615.4000244140625,19.600000381469727,0.6008000016212464,0.6008000016212464,22_0120,0,240
1998,4.900000095367432,1602.300048828125,20.899999618530273,0.6020857163837978,0.6008000016212464,22_0120,1,491
1999,4.900000095367432,1062.0999755859375,20.5,0.6033714311463493,0.6008000016212464,22_0120,2,752
2000,4.900000095367432,1257.699951171875,20.100000381469727,0.6046571459089007,0.6008000016212464,22_0120,3,1023
2001,4.900000095367432,1811.5,19.899999618530273,0.6059428606714521,0.6008000016212464,22_0120,4,1304
2002,4.900000095367432,2111.0,19.899999618530273,0.6072285754340035,0.6008000016212464,22_0120,5,1595
2003,4.900000095367432,1310.4000244140625,19.899999618530273,0.608514290196555,0.6008000016212464,22_0120,6,1897
2004,4.900000095367432,1783.0,20.700000762939453,0.6098000049591065,0.6008000016212464,22_0120,7,2209
2005,4.900000095367432,1239.4000244140625,20.799999237060547,0.6240666707356771,0.6008000016212464,22_0120,8,2531
2006,4.900000095367432,1495.300048828125,20.799999237060547,0.6383333365122477,0.6008000016212464,22_0120,9,2863
2007,4.900000095367432,1687.0999755859375,20.399999618530273,0.6526000022888183,0.6008000016212464,22_0120,10,3206
2008,4.900000095367432,1262.199951171875,20.299999237060547,0.6403333147366842,0.6008000016212464,22_0120,11,3596
2009,4.900000095367432,1715.300048828125,20.399999618530273,0.7363666454950968,0.6008000016212464,22_0120,12,3924
2010,4.900000095367432,1009.5,20.100000381469727,0.8323999762535095,0.6008000016212464,22_0120,13,4258
2011,4.900000095367432,965.9000244140625,20.399999618530273,0.6653999924659729,0.6008000016212464,22_0120,14,4638
2012,4.900000095367432,1732.5999755859375,20.899999618530273,0.6615999937057495,0.6008000016212464,22_0120,15,5067
2013,4.900000095367432,1480.300048828125,19.799999237060547,0.7101999998092652,0.6008000016212464,22_0120,16,5498
2014,4.900000095367432,1544.4000244140625,19.100000381469727,0.7351999998092651,0.6008000016212464,22_0120,17,5910
2015,4.900000095367432,1694.9000244140625,20.5,0.7296000003814698,0.6008000016212464,22_0120,18,6314
2016,4.900000095367432,1857.199951171875,20.899999618530273,0.7240000009536743,0.6008000016212464,22_0120,19,6748
1997,5.599999904632568,1615.4000244140625,19.600000381469727,0.6802000045776367,0.6802000045776367,22_0121,0,240
1998,5.599999904632568,1602.300048828125,20.899999618530273,0.6863428592681885,0.6802000045776367,22_0121,1,491
1999,5.599999904632568,1062.0999755859375,20.5,0.6924857139587403,0.6802000045776367,22_0121,2,752
2000,5.599999904632568,1257.699951171875,20.100000381469727,0.698628568649292,0.6802000045776367,22_0121,3,1023
2001,5.599999904632568,1811.5,19.899999618530273,0.7047714233398438,0.6802000045776367,22_0121,4,1304
2002,5.599999904632568,2111.0,19.899999618530273,0.7109142780303955,0.6802000045776367,22_0121,5,1595
2003,5.599999904632568,1310.4000244140625,19.899999618530273,0.7170571327209473,0.6802000045776367,22_0121,6,1897
2004,5.599999904632568,1783.0,20.700000762939453,0.723199987411499,0.6802000045776367,22_0121,7,2209
2005,5.599999904632568,1239.4000244140625,20.799999237060547,0.7268666585286458,0.6802000045776367,22_0121,8,2531
2006,5.599999904632568,1495.300048828125,20.799999237060547,0.7305333296457927,0.6802000045776367,22_0121,9,2863
2007,5.599999904632568,1687.0999755859375,20.399999618530273,0.7342000007629395,0.6802000045776367,22_0121,10,3206
2008,5.599999904632568,1262.199951171875,20.299999237060547,0.7583999991416931,0.6802000045776367,22_0121,11,3596
2009,5.599999904632568,1715.300048828125,20.399999618530273,0.8592999994754791,0.6802000045776367,22_0121,12,3924
2010,5.599999904632568,1009.5,20.100000381469727,0.9601999998092652,0.6802000045776367,22_0121,13,4258
2011,5.599999904632568,965.9000244140625,20.399999618530273,0.8115999937057495,0.6802000045776367,22_0121,14,4638
2012,5.599999904632568,1732.5999755859375,20.899999618530273,0.8095999956130981,0.6802000045776367,22_0121,15,5067
2013,5.599999904632568,1480.300048828125,19.799999237060547,0.8751999974250794,0.6802000045776367,22_0121,16,5498
2014,5.599999904632568,1544.4000244140625,19.100000381469727,0.8871999979019165,0.6802000045776367,22_0121,17,5910
2015,5.599999904632568,1694.9000244140625,20.5,0.8229999959468841,0.6802000045776367,22_0121,18,6314
2016,5.599999904632568,1857.199951171875,20.899999618530273,0.7587999939918518,0.6802000045776367,22_0121,19,6748
1997,5.0,1615.4000244140625,19.600000381469727,0.5888000011444092,0.5888000011444092,22_0122,0,240
1998,5.0,1602.300048828125,20.899999618530273,0.5986857158797129,0.5888000011444092,22_0122,1,491
1999,5.0,1062.0999755859375,20.5,0.6085714306150164,0.5888000011444092,22_0122,2,752
2000,5.0,1257.699951171875,20.100000381469727,0.61845714535032,0.5888000011444092,22_0122,3,1023
2001,5.0,1811.5,19.899999618530273,0.6283428600856236,0.5888000011444092,22_0122,4,1304
2002,5.0,2111.0,19.899999618530273,0.6382285748209272,0.5888000011444092,22_0122,5,1595
2003,5.0,1310.4000244140625,19.899999618530273,0.6481142895562307,0.5888000011444092,22_0122,6,1897
2004,5.0,1783.0,20.700000762939453,0.6580000042915344,0.5888000011444092,22_0122,7,2209
2005,5.0,1239.4000244140625,20.799999237060547,0.6626000046730042,0.5888000011444092,22_0122,8,2531
2006,5.0,1495.300048828125,20.799999237060547,0.6672000050544739,0.5888000011444092,22_0122,9,2863
2007,5.0,1687.0999755859375,20.399999618530273,0.6718000054359436,0.5888000011444092,22_0122,10,3206
2008,5.0,1262.199951171875,20.299999237060547,0.6640000104904175,0.5888000011444092,22_0122,11,3596
2009,5.0,1715.300048828125,20.399999618530273,0.7276000022888183,0.5888000011444092,22_0122,12,3924
2010,5.0,1009.5,20.100000381469727,0.7911999940872192,0.5888000011444092,22_0122,13,4258
2011,5.0,965.9000244140625,20.399999618530273,0.6852000117301941,0.5888000011444092,22_0122,14,4638
2012,5.0,1732.5999755859375,20.899999618530273,0.6567999958992005,0.5888000011444092,22_0122,15,5067
2013,5.0,1480.300048828125,19.799999237060547,0.6875999927520752,0.5888000011444092,22_0122,16,5498
2014,5.0,1544.4000244140625,19.100000381469727,0.6600000023841858,0.5888000011444092,22_0122,17,5910
2015,5.0,1694.9000244140625,20.5,0.6623999953269959,0.5888000011444092,22_0122,18,6314
2016,5.0,1857.199951171875,20.899999618530273,0.6647999882698059,0.5888000011444092,22_0122,19,6748
1997,7.300000190734863,1615.4000244140625,19.600000381469727,0.5527999997138977,0.5527999997138977,22_0123,0,240
1998,7.300000190734863,1602.300048828125,20.899999618530273,0.553257143497467,0.5527999997138977,22_0123,1,491
1999,7.300000190734863,1062.0999755859375,20.5,0.5537142872810363,0.5527999997138977,22_0123,2,752
2000,7.300000190734863,1257.699951171875,20.100000381469727,0.5541714310646056,0.5527999997138977,22_0123,3,1023
2001,7.300000190734863,1811.5,19.899999618530273,0.5546285748481751,0.5527999997138977,22_0123,4,1304
2002,7.300000190734863,2111.0,19.899999618530273,0.5550857186317444,0.5527999997138977,22_0123,5,1595
2003,7.300000190734863,1310.4000244140625,19.899999618530273,0.5555428624153137,0.5527999997138977,22_0123,6,1897
2004,7.300000190734863,1783.0,20.700000762939453,0.556000006198883,0.5527999997138977,22_0123,7,2209
2005,7.300000190734863,1239.4000244140625,20.799999237060547,0.5568000038464864,0.5527999997138977,22_0123,8,2531
2006,7.300000190734863,1495.300048828125,20.799999237060547,0.5576000014940897,0.5527999997138977,22_0123,9,2863
2007,7.300000190734863,1687.0999755859375,20.399999618530273,0.5583999991416931,0.5527999997138977,22_0123,10,3206
2008,7.300000190734863,1262.199951171875,20.299999237060547,0.5426666736602783,0.5527999997138977,22_0123,11,3596
2009,7.300000190734863,1715.300048828125,20.399999618530273,0.6470333397388458,0.5527999997138977,22_0123,12,3924
2010,7.300000190734863,1009.5,20.100000381469727,0.7514000058174133,0.5527999997138977,22_0123,13,4258
2011,7.300000190734863,965.9000244140625,20.399999618530273,0.5818000078201294,0.5527999997138977,22_0123,14,4638
2012,7.300000190734863,1732.5999755859375,20.899999618530273,0.5972000002861023,0.5527999997138977,22_0123,15,5067
2013,7.300000190734863,1480.300048828125,19.799999237060547,0.6019999980926514,0.5527999997138977,22_0123,16,5498
2014,7.300000190734863,1544.4000244140625,19.100000381469727,0.6325999975204468,0.5527999997138977,22_0123,17,5910
2015,7.300000190734863,1694.9000244140625,20.5,0.6246999979019165,0.5527999997138977,22_0123,18,6314
2016,7.300000190734863,1857.199951171875,20.899999618530273,0.6167999982833863,0.5527999997138977,22_0123,19,6748
1997,8.399999618530273,1615.4000244140625,19.600000381469727,0.703600001335144,0.703600001335144,22_0124,0,240
1998,8.399999618530273,1602.300048828125,20.899999618530273,0.7068285737718855,0.703600001335144,22_0124,1,491
1999,8.399999618530273,1062.0999755859375,20.5,0.7100571462086268,0.703600001335144,22_0124,2,752
2000,8.399999618530273,1257.699951171875,20.100000381469727,0.7132857186453683,0.703600001335144,22_0124,3,1023
2001,8.399999618530273,1811.5,19.899999618530273,0.7165142910821097,0.703600001335144,22_0124,4,1304
2002,8.399999618530273,2111.0,19.899999618530273,0.7197428635188512,0.703600001335144,22_0124,5,1595
2003,8.399999618530273,1310.4000244140625,19.899999618530273,0.7229714359555925,0.703600001335144,22_0124,6,1897
2004,8.399999618530273,1783.0,20.700000762939453,0.726200008392334,0.703600001335144,22_0124,7,2209
2005,8.399999618530273,1239.4000244140625,20.799999237060547,0.7140666723251343,0.703600001335144,22_0124,8,2531
2006,8.399999618530273,1495.300048828125,20.799999237060547,0.7019333362579345,0.703600001335144,22_0124,9,2863
2007,8.399999618530273,1687.0999755859375,20.399999618530273,0.6898000001907348,0.703600001335144,22_0124,10,3206
2008,8.399999618530273,1262.199951171875,20.299999237060547,0.7594999819993973,0.703600001335144,22_0124,11,3596
2009,8.399999618530273,1715.300048828125,20.399999618530273,0.8349499955773354,0.703600001335144,22_0124,12,3924
2010,8.399999618530273,1009.5,20.100000381469727,0.9104000091552734,0.703600001335144,22_0124,13,4258
2011,8.399999618530273,965.9000244140625,20.399999618530273,0.7979999899864196,0.703600001335144,22_0124,14,4638
2012,8.399999618530273,1732.5999755859375,20.899999618530273,0.7363999962806702,0.703600001335144,22_0124,15,5067
2013,8.399999618530273,1480.300048828125,19.799999237060547,0.7225999951362609,0.703600001335144,22_0124,16,5498
2014,8.399999618530273,1544.4000244140625,19.100000381469727,0.7561999917030334,0.703600001335144,22_0124,17,5910
2015,8.399999618530273,1694.9000244140625,20.5,0.7325999915599823,0.703600001335144,22_0124,18,6314
2016,8.399999618530273,1857.199951171875,20.899999618530273,0.7089999914169312,0.703600001335144,22_0124,19,6748
1990,6.699999809265137,1440.0999755859375,20.100000381469727,0.7358000040054321,0.7358000040054321,22_3056,3,434
1991,6.699999809265137,2020.9000244140625,19.5,0.7907000005245208,0.7358000040054321,22_3056,4,867
1992,6.699999809265137,1517.199951171875,19.0,0.8455999970436097,0.7358000040054321,22_3056,5,1228
1993,6.699999809265137,1459.9000244140625,18.700000762939453,0.82950000166893,0.7358000040054321,22_3056,6,1618
1994,6.699999809265137,1749.5999755859375,19.0,0.8134000062942505,0.7358000040054321,22_3056,7,2107
1995,6.699999809265137,1720.5,19.700000762939453,0.9682000041007995,0.7358000040054321,22_3056,8,2611
1996,6.699999809265137,1424.699951171875,19.299999237060547,1.1321999947230021,0.7358000040054321,22_3056,9,3130
1997,6.699999809265137,1651.199951171875,19.299999237060547,1.2961999853452046,0.7358000040054321,22_3056,10,3575
1998,6.699999809265137,1448.800048828125,20.700000762939453,1.4601999759674071,0.7358000040054321,22_3056,11,4125
1999,6.699999809265137,1151.300048828125,20.200000762939453,1.5861666480700174,0.7358000040054321,22_3056,12,4692
2000,6.699999809265137,1066.300048828125,19.600000381469727,1.7121333201726276,0.7358000040054321,22_3056,13,5276
2001,6.699999809265137,1733.5,19.399999618530273,1.838099992275238,0.7358000040054321,22_3056,14,5877
2002,6.699999809265137,1716.800048828125,19.5,1.9640666643778482,0.7358000040054321,22_3056,15,6496
2003,6.699999809265137,1340.0,19.200000762939453,2.0900333364804586,0.7358000040054321,22_3056,16,7134
2004,6.699999809265137,1926.4000244140625,19.5,2.2160000085830687,0.7358000040054321,22_3056,17,7791
